Id,SalePrice
1461,119160.85102024753
1462,131329.18720642917
1463,173168.1450581133
1464,202370.36555408014
1465,183842.69091011657
1466,176901.32193952997
1467,180044.20976001493
1468,174899.68151739077
1469,184625.86917678037
1470,112047.86083500079
1471,198006.91028526146
1472,106358.62247774185
1473,101746.25340913147
1474,158944.67202246274
1475,124049.42956615624
1476,358589.3003459158
1477,235248.2308993109
1478,286214.7487999579
1479,281381.49052959925
1480,529328.4747189075
1481,305991.81127808033
1482,215795.41628754235
1483,168287.00269919337
1484,166643.30149618234
1485,188205.76772023542
1486,204045.9131306377
1487,318338.6833441827
1488,235826.65910794656
1489,167985.31337907416
1490,217306.16688194955
1491,193883.2557683488
1492,92523.65318173381
1493,198337.66172809046
1494,273795.3936357358
1495,266023.0262858764
1496,222015.34838639735
1497,160852.9810179879
1498,153811.0357285854
1499,157170.49723543954
1500,144473.27664263517
1501,162677.02201568973
1502,150930.5696841359
1503,281231.51482812525
1504,234623.4240115257
1505,213382.6961751698
1506,196902.35079451004
1507,249507.57884918185
1508,206226.4763186617
1509,160733.0844592372
1510,142314.76599596464
1511,138307.01468054065
1512,171648.78306343744
1513,148845.1841537455
1514,153525.69811353923
1515,198350.82132551822
1516,154259.68554505217
1517,168715.13584684493
1518,138231.93530490657
1519,209795.22868508782
1520,125230.43706851335
1521,126353.50426047633
1522,184964.48034554927
1523,101967.96226267455
1524,116675.51534218372
1525,114186.8810435397
1526,113535.82825440275
1527,108691.91894444113
1528,138254.50554982288
1529,141708.18726107254
1530,201619.0793172593
1531,115734.47291901246
1532,98265.14548421511
1533,133105.78655462014
1534,117999.54976162828
1535,137982.66601229506
1536,105548.808269966
1537,69929.17901604094
1538,156912.24250356347
1539,180497.88604504435
1540,101778.78570035058
1541,137213.18385839683
1542,128485.22815548575
1543,184691.87522639325
1544,83804.42913880252
1545,107223.37202256764
1546,135850.4775622236
1547,131726.89213791292
1548,122191.2682863681
1549,111250.23185077401
1550,120789.20454672574
1551,110443.79542552608
1552,123342.20669753359
1553,136163.9235285295
1554,114310.4236631553
1555,167722.45359121973
1556,89290.74957997864
1557,98631.63419295436
1558,100738.71529389286
1559,83537.49887657526
1560,132013.91094234964
1561,117983.78302417905
1562,122332.13083608085
1563,111074.03408584611
1564,161104.1909114512
1565,141667.88126395832
1566,234834.45333188254
1567,81007.32217700791
1568,223626.99171982514
1569,124565.00853193659
1570,140423.4691481717
1571,121507.8065784613
1572,142278.52173791968
1573,223066.50922787172
1574,123021.86709381621
1575,220931.7062213098
1576,262250.9523500246
1577,181078.2246424275
1578,139573.10918908042
1579,130980.37412907476
1580,204073.65243643677
1581,154096.3842534195
1582,117052.18283516515
1583,314696.7650735004
1584,226116.33270553645
1585,129819.75415696751
1586,79244.57522667512
1587,104540.45609509881
1588,143472.60584788324
1589,102065.8491522124
1590,136985.32190220294
1591,92370.64597565243
1592,125239.69612577306
1593,127835.55332114379
1594,118567.43693368444
1595,104636.15017819812
1596,199217.1993853394
1597,164868.29119502747
1598,185376.73632628366
1599,166908.3500364437
1600,168808.45600404282
1601,64330.4854338667
1602,110187.44827867513
1603,90559.5425590051
1604,247734.82952437177
1605,245867.18364124183
1606,173504.5066777264
1607,191550.37492150845
1608,209838.1473586102
1609,175034.33430333482
1610,147216.55238859696
1611,137813.93119383635
1612,169897.9059566157
1613,176849.96674543395
1614,133154.46792545693
1615,102367.01721921457
1616,86020.45220573054
1617,99599.54337953075
1618,120652.8367464115
1619,132218.5142116713
1620,173309.6922710956
1621,130892.37927455796
1622,136402.40942752085
1623,258819.28149783614
1624,220969.83556828118
1625,122655.76385646907
1626,179451.35248679508
1627,193207.5563143671
1628,282142.3353310379
1629,173950.91336087417
1630,346749.2808411398
1631,208649.6513396259
1632,221500.86433911018
1633,177965.57554910544
1634,190676.60756895313
1635,178899.5484319417
1636,153176.2302820889
1637,191577.63807808873
1638,210327.80832515968
1639,188529.3357374419
1640,259808.8087271388
1641,174949.9401385093
1642,223384.09366466722
1643,216877.80849283907
1644,231131.44864471984
1645,238296.562059058
1646,159392.50847107373
1647,162071.62859566588
1648,137038.26917642317
1649,142042.45395365174
1650,115012.047977499
1651,121258.32403267598
1652,107040.43992607
1653,110519.30157692972
1654,156516.34798102613
1655,149663.1159754901
1656,151708.82693279802
1657,156100.68394257795
1658,155279.09624759795
1659,129951.72690267388
1660,155014.23509917787
1661,475413.0014589374
1662,368167.74618870474
1663,361838.19751351804
1664,535389.4225615641
1665,302212.4767299742
1666,312520.6859106035
1667,373537.4456450568
1668,337868.47294355056
1669,290704.05685570516
1670,329060.819771735
1671,257201.6200453968
1672,426222.4779296177
1673,298677.91591568314
1674,250672.2678536358
1675,194522.25751072777
1676,199435.39889448142
1677,210218.59116094565
1678,506813.13437232154
1679,365595.2311823609
1680,307940.32458414906
1681,240968.9390487591
1682,293639.83469379315
1683,188905.27090968963
1684,192877.76450857054
1685,184422.21212832537
1686,176507.6121182972
1687,179388.46216006266
1688,201385.30573071283
1689,204155.0937731383
1690,211609.13091440394
1691,195113.44221597584
1692,265545.52018711
1693,172478.46041321458
1694,187086.40222280126
1695,169449.18142992348
1696,260344.47296328802
1697,177844.45162267747
1698,340390.44115205697
1699,302591.6215500081
1700,236708.61869854652
1701,269553.0243277823
1702,249698.88980781872
1703,252455.50236463165
1704,277720.66032850265
1705,240540.7240079164
1706,446766.29359388456
1707,188359.81018885566
1708,188597.2427074797
1709,267535.3226995442
1710,217905.09981815136
1711,255611.64762188538
1712,245774.98780181093
1713,255339.40553543833
1714,204837.4449202299
1715,189779.1131728442
1716,182619.36437318375
1717,173450.5031598309
1718,133617.2499638682
1719,205834.35151093334
1720,226755.04041130975
1721,168289.14174870314
1722,127114.0534950499
1723,151847.0274193379
1724,198375.06809024047
1725,228138.40841472265
1726,187058.71218910982
1727,153348.87277019996
1728,178095.80539839691
1729,166523.65580518226
1730,161042.1743481449
1731,111867.39064091149
1732,136343.76855822728
1733,113851.16213536357
1734,119657.41894492846
1735,135734.87814233036
1736,111859.892822227
1737,356199.6900814473
1738,243717.8796301625
1739,264448.76603535615
1740,211272.2933847077
1741,181837.84121359952
1742,153154.76825549194
1743,165872.3173612272
1744,350863.08177766926
1745,201972.3117199304
1746,195014.50041403298
1747,238550.9851177683
1748,234340.73236038734
1749,152623.11617075533
1750,127798.91137347253
1751,270029.3826941384
1752,116644.26031765211
1753,149465.92670294893
1754,218821.2019135942
1755,171670.24780653187
1756,135737.10141582575
1757,118270.82932179928
1758,141705.18614029646
1759,168466.96539126805
1760,161952.5530858476
1761,160576.27090183654
1762,174895.10310025405
1763,168093.1869787991
1764,111482.21231263023
1765,161402.3618731098
1766,200057.87852737357
1767,248096.66195946786
1768,134784.31092512282
1769,182592.1444507194
1770,158493.98955098368
1771,123141.34160259357
1772,128554.00152444333
1773,130387.9657524545
1774,145257.4274793838
1775,138128.12028397573
1776,124797.04026393633
1777,104458.78314188887
1778,134253.01441210872
1779,116690.54284204404
1780,185072.40535636048
1781,122371.83838443669
1782,89904.84016617869
1783,144380.61588115525
1784,108388.04566924663
1785,114890.94819270274
1786,150149.5869400342
1787,165631.06047338728
1788,67720.24253402314
1789,98782.57541375422
1790,81424.10196428769
1791,222350.08105196088
1792,162570.648952065
1793,137286.88111093367
1794,159577.2307765875
1795,128513.04015562056
1796,128339.3983518589
1797,134216.0312756768
1798,117939.01258573086
1799,110834.03967214207
1800,117873.15647894944
1801,127976.94954618535
1802,153960.56998130036
1803,151126.16220099802
1804,137322.60413649539
1805,138672.1892244875
1806,117380.1313008611
1807,130107.25944500409
1808,108727.45430060536
1809,115946.7796395599
1810,127460.30004079416
1811,92539.21528700113
1812,90382.14654012314
1813,110508.20885481242
1814,89364.16699673861
1815,61581.53251803209
1816,97482.41541140823
1817,99235.99545250623
1818,146994.16465884112
1819,123925.48827556474
1820,76184.59710639437
1821,115686.44903207054
1822,137438.74579216255
1823,61991.01253175595
1824,131879.38918136258
1825,137494.51149354826
1826,96270.05316762986
1827,100366.81842041762
1828,125602.1381415988
1829,116533.06545989797
1830,137351.23296434325
1831,141843.57904632034
1832,93343.75836128484
1833,129910.463188292
1834,122464.90468066614
1835,132971.37951832457
1836,114552.74492617327
1837,91428.46763573604
1838,124241.9959435236
1839,112709.73229891248
1840,139758.3155000853
1841,129313.01948552731
1842,92973.58910380043
1843,141919.56294794974
1844,136956.40077911192
1845,139353.27126197566
1846,146967.27122071473
1847,164219.67970375478
1848,61169.36060559488
1849,114474.83770980895
1850,113706.3547579606
1851,154256.5350589947
1852,123342.3672372029
1853,126837.8727005963
1854,164592.56855295514
1855,147917.9223223279
1856,225170.96846040335
1857,141249.34619426812
1858,131597.8911005784
1859,117628.28264558663
1860,149899.03922558823
1861,118364.38335669533
1862,317622.7853212839
1863,312907.7637828919
1864,312928.3772600243
1865,337542.2163604275
1866,339835.1463410564
1867,242139.02982468842
1868,305250.8505464421
1869,213224.62920259454
1870,219901.89755043632
1871,254143.37955969566
1872,183404.36353311557
1873,238680.38405096304
1874,144474.61475776503
1875,196375.36760901462
1876,196989.22802305492
1877,201181.2305670799
1878,213921.0990342348
1879,120147.55284833221
1880,128974.95667988634
1881,247887.9939081515
1882,260468.76162708833
1883,185221.69251818486
1884,201811.5374314884
1885,224718.718469207
1886,275717.9974732521
1887,212617.8631403514
1888,278811.37874476466
1889,173658.20598401295
1890,125065.8320380654
1891,130001.16548123035
1892,94374.14373642368
1893,127051.50345334726
1894,126261.88956258362
1895,135173.90264187887
1896,124238.8766439963
1897,118475.70222023246
1898,125983.47770777813
1899,148551.99206686416
1900,149236.6442195889
1901,143116.85453551912
1902,130053.09247263179
1903,214927.37188924552
1904,129984.01382341745
1905,187887.64294555644
1906,149281.6628889663
1907,202150.03848134523
1908,120646.20068944739
1909,139759.25630238868
1910,131834.07588846155
1911,190460.5090561361
1912,319121.93294528796
1913,155193.1776966243
1914,77394.23433169996
1915,262739.96834617906
1916,65507.00401312097
1917,246299.48207820233
1918,140766.30429130912
1919,195389.1596560727
1920,156668.64280216178
1921,380646.9916285373
1922,295895.652257726
1923,227603.74438962413
1924,237734.16153571336
1925,213710.3116309389
1926,368002.84816276835
1927,125480.54020849297
1928,157121.98906308567
1929,129199.7237723441
1930,130542.38389428444
1931,143375.5561207239
1932,131748.76160201457
1933,178019.54227424387
1934,186162.94790623977
1935,171064.76181661917
1936,190244.21904290997
1937,188303.85719846128
1938,164683.90872162572
1939,239994.61043215863
1940,187912.17111935627
1941,182261.81324398823
1942,172404.25396811464
1943,195824.0442303736
1944,328118.9903428331
1945,339824.3492691221
1946,148994.17774436323
1947,283707.47673475114
1948,182156.26808110322
1949,246849.18814135538
1950,194432.57321409823
1951,254319.48410747427
1952,208470.9954403062
1953,168689.78682458983
1954,196210.0948477122
1955,134089.0911548671
1956,361959.89215904416
1957,155259.9855026766
1958,312564.387899704
1959,148999.72890263895
1960,108050.15020380114
1961,117384.90323789557
1962,107245.16255514683
1963,117142.53389816415
1964,111932.3503273074
1965,157043.668355354
1966,145715.5974547603
1967,262695.49583907187
1968,404917.58747887413
1969,352664.37003114703
1970,415113.89870827727
1971,492212.57016503764
1972,379345.1174040353
1973,275184.7938156966
1974,322273.9867403798
1975,526684.2232981878
1976,266943.3957194106
1977,342515.73584964185
1978,344506.9144345624
1979,316286.81884671573
1980,197302.50381780067
1981,327214.67164590844
1982,216097.73493067385
1983,207223.78978373337
1984,178098.08863853166
1985,223367.89222271965
1986,204710.2907928757
1987,182545.84666446826
1988,187331.6535701825
1989,206076.84213974947
1990,220355.26618736563
1991,223212.02754380752
1992,227354.43976307742
1993,184205.04447337202
1994,238297.5418785615
1995,194539.72746991095
1996,249737.53471615262
1997,311031.98338319524
1998,289923.61756550195
1999,278167.175043543
2000,317463.2323226859
2001,262438.4402059766
2002,233735.2860722487
2003,269597.63385742164
2004,281619.99548611074
2005,222218.2066751411
2006,200904.38106171653
2007,241000.3689242293
2008,188070.9480211898
2009,190508.59357097192
2010,197846.29173084357
2011,137814.57905142932
2012,172551.94990421078
2013,170738.248601471
2014,185984.76318908762
2015,192735.38886266542
2016,188326.96097364862
2017,194797.57101766742
2018,117261.13353165383
2019,134671.8348716061
2020,106644.67811291569
2021,103199.32671693164
2022,181142.76477671333
2023,129832.7003523625
2024,277159.66153705143
2025,345010.3008146056
2026,170144.9846562501
2027,151516.4022001399
2028,147274.31439790898
2029,156867.52903618963
2030,248311.4662418038
2031,225212.58131751465
2032,235783.38131152696
2033,238084.6472508164
2034,154500.81374531263
2035,207506.11553012882
2036,195305.04338808783
2037,197379.8029523698
2038,298335.5840022934
2039,197370.7042451377
2040,319403.64690173446
2041,300506.0125361716
2042,201834.0909899076
2043,196796.0561634637
2044,191274.86413041063
2045,224003.1516776691
2046,149139.39275867335
2047,145929.3342026472
2048,136687.83645740265
2049,151767.68853007228
2050,171301.35514284455
2051,109992.33456511637
2052,127873.46825018105
2053,145562.94808955363
2054,97884.67559042477
2055,146300.8882907518
2056,153348.12589166517
2057,111517.66051381869
2058,224592.82439388346
2059,135624.63214819037
2060,180163.41013618847
2061,173933.84772465384
2062,124372.20871679967
2063,109102.18201778256
2064,137675.1790333351
2065,114579.22532996802
2066,169561.1529634393
2067,133280.79180920977
2068,146639.7505508015
2069,86612.6865757561
2070,107926.10553683389
2071,99620.33567580959
2072,142969.27291600028
2073,141661.9038337771
2074,187910.2371894042
2075,144982.99198366012
2076,127839.93383043478
2077,143904.32378240878
2078,118956.2872747313
2079,132081.3053849156
2080,120889.45513333348
2081,119578.32465458915
2082,132771.3612538427
2083,139447.18187989848
2084,113675.05604892505
2085,117009.30948571583
2086,121497.35947185925
2087,117350.98336633289
2088,99084.81974303423
2089,81162.75648781996
2090,120628.78429574297
2091,98739.80001892328
2092,121781.74198730076
2093,109171.30515746691
2094,113516.98166300819
2095,140523.82407255576
2096,85252.7542106625
2097,98353.39466971422
2098,132318.43137527493
2099,63358.85690316436
2100,76759.9091846937
2101,110315.5827338224
2102,131464.5717178138
2103,95356.17274720325
2104,127587.76413585151
2105,126026.36380776009
2106,63350.91947758135
2107,200284.34273339465
2108,106327.01197298894
2109,104126.98656817178
2110,125555.98457996412
2111,146447.6881429021
2112,126727.67328385796
2113,108920.32663500214
2114,122102.3323798697
2115,144694.3694565303
2116,113601.10150587639
2117,135262.1826713376
2118,115686.6283170828
2119,112119.03592258469
2120,114233.81039619233
2121,87060.72984399303
2122,109568.07699345413
2123,93645.48760358775
2124,147724.17079130132
2125,126625.98637172605
2126,139667.00629801155
2127,149009.7936286874
2128,122370.88612327028
2129,99487.64823400504
2130,130873.58444679117
2131,161980.2015003442
2132,108289.22195434423
2133,121620.3147642153
2134,120991.28534132736
2135,102028.04524705352
2136,72294.21568417223
2137,116502.27285784343
2138,128850.89025908598
2139,145504.5277157359
2140,133985.55936927817
2141,163399.79930408637
2142,125369.36014178813
2143,136472.6650469618
2144,114881.03260800621
2145,139838.46236921535
2146,164175.9643363168
2147,161652.25113885352
2148,130191.19092656526
2149,144806.00254462846
2150,229853.96005785573
2151,121182.5047004343
2152,163741.31777939943
2153,174540.1209087613
2154,106615.9745480006
2155,154108.87787346364
2156,259849.94499524476
2157,234474.0103375124
2158,236090.2314833589
2159,211461.84051265506
2160,189274.43818261856
2161,258448.98946403645
2162,448787.024392377
2163,370262.4248944517
2164,244626.60494720328
2165,194373.77016974453
2166,147351.9167283473
2167,211941.17503845177
2168,190859.22492704648
2169,191462.5401170428
2170,199876.42448237573
2171,143848.80200385835
2172,138959.4491872134
2173,167400.07270152416
2174,231771.2382949646
2175,300545.1656296228
2176,289683.1662497876
2177,248869.6380959985
2178,215757.0039998946
2179,128646.08248847356
2180,207854.14007227746
2181,187344.3410446019
2182,221225.77517345533
2183,191166.093787449
2184,122065.36596412031
2185,126827.0905296831
2186,154220.9246539075
2187,165772.87618706087
2188,159731.36520389986
2189,332880.5038011694
2190,84936.67368792483
2191,84476.2046417493
2192,88996.60263889146
2193,110979.58542484742
2194,119153.24415490996
2195,101369.8821085966
2196,107547.1134615648
2197,114399.09963112997
2198,170687.49905081865
2199,195345.7311373099
2200,133195.891827861
2201,126821.77568410539
2202,192566.63497367653
2203,132672.52296990174
2204,153743.93288284697
2205,103685.12273889073
2206,135877.41133557778
2207,201210.64611823743
2208,249196.4722955263
2209,206136.6941112267
2210,126972.34429535031
2211,111977.13711661773
2212,118115.20417482527
2213,100410.25695403886
2214,133609.54253861902
2215,101417.24909283199
2216,129195.81895884524
2217,71288.31274333184
2218,93048.58810458644
2219,88439.44453451931
2220,91339.0705176296
2221,266248.04154833255
2222,240222.13503168
2223,286432.8683995374
2224,225658.65743459508
2225,131280.68151953016
2226,177573.11906426275
2227,204069.04663499197
2228,256479.46566933795
2229,251185.23794660403
2230,141912.5641495824
2231,203897.98990774024
2232,182658.0621470419
2233,179164.30509076995
2234,237486.3605701318
2235,211091.75296832738
2236,272759.3860448646
2237,339649.59429499443
2238,195039.342880467
2239,119313.73311578756
2240,148781.7816135592
2241,145272.70790760193
2242,126420.49745332428
2243,131541.1755258041
2244,114756.16250023713
2245,110954.77842484166
2246,132093.43847962245
2247,139464.27093261806
2248,123982.86109935107
2249,122334.25814753117
2250,126709.56018221442
2251,104597.22687235526
2252,192289.4377554701
2253,159145.11545158693
2254,169616.65959001656
2255,199225.4882544564
2256,171876.1637462475
2257,210859.27746524967
2258,163155.91497931097
2259,187307.82145657393
2260,151275.95970313315
2261,189826.91619110628
2262,192379.47591039044
2263,350869.7254929194
2264,544802.8187292593
2265,164101.93934296537
2266,274769.4977012311
2267,353264.0078430489
2268,395621.57499065757
2269,155631.14734112707
2270,201925.07293395803
2271,217819.09390765787
2272,209387.65112438303
2273,157543.8128772797
2274,183991.3617880532
2275,174681.62899577795
2276,197259.16315479475
2277,193402.59656793295
2278,148440.31887261756
2279,119366.87656549497
2280,113179.28346421002
2281,173642.1038196739
2282,183625.81974323714
2283,115984.85420028951
2284,119202.64339620496
2285,150612.16332506057
2286,117221.48021482506
2287,334772.4518699201
2288,274014.33885345876
2289,350087.99943281367
2290,437840.96430404665
2291,307080.2094208912
2292,439740.212385234
2293,455063.8867336828
2294,383928.2863094652
2295,498821.10729953094
2296,284061.2477580158
2297,324949.27308773424
2298,342281.79041527974
2299,371883.1000104728
2300,314464.05015533004
2301,295710.9793459325
2302,240703.62452318554
2303,234849.92116789237
2304,248143.80793039402
2305,196381.95481985674
2306,194744.62866386407
2307,199056.67024700236
2308,235113.51133986426
2309,276225.03242301446
2310,209509.47386692607
2311,209500.72185069593
2312,176529.58672190018
2313,179007.11017052006
